nombre,url,posicion,pais,altura,peso,equipo,aerial_duels_lost,through_balls,total_clearances,ground_duels,overruns,aerial_duels_won,substitute_on,unsuccessful_dribbles,penalties_taken,touches,putthrough_blocked_distribution,successful_dribbles,right_foot_goals,goals,recoveries,tackles_won,yellow_cards,successful_short_passes,successful_passes_own_half,left_foot_goals,headed_goals,penalty_goals,penalty_goals_conceded,goal_assists,total_fouls_won,putthrough_blocked_distribution_won,offsides,total_shots,hit_woodwork,games_played,total_successful_passes_excl_crosses_corners,rightside_passes,time_played,goals_conceded,tackles_lost,total_unsuccessful_passes_excl_crosses_corners,unsuccessful_layoffs,foul_attempted_tackle,open_play_passes,total_tackles,ground_duels_won,successful_passes_opposition_half,corners_won,times_tackled,unsuccessful_passes_own_half,goals_conceded_inside_box,handballs_conceded,successful_open_play_passes,total_losses_of_possession,forward_passes,shots_on_target_inc_goals,successful_layoffs,attempts_from_set_pieces,clean_sheets,appearances,unsuccessful_crosses_corners,unsuccessful_passes_opposition_half,unsuccessful_short_passes,blocked_shots,total_fouls_conceded,duels_won,aerial_duels,duels,total_passes,shots_off_target_inc_woodwork,duels_lost,blocks,key_passes_attempt_assists,successful_long_passes,goals_conceded_outside_box,backward_passes,assists_intentional,leftside_passes,starts,total_touches_in_opposition_box,substitute_off,ground_duels_lost,unsuccessful_crosses_open_play,goals_from_inside_box,goals_from_outside_box,index,home_goals,away_goals,winning_goal,team_games_played,foul_won_penalty,successful_crosses_open_play,successful_crosses_corners,throw_ins_to_own_player,unsuccessful_long_passes,clearances_off_the_line,interceptions,total_red_cards,unsuccessful_launches,straight_red_cards,corners_taken_incl_short_corners,unsuccessful_corners_into_box,set_pieces_goals,other_goals,successful_corners_into_box,second_goal_assists,successful_launches,red_cards_2nd_yellow,penalties_conceded,throw_ins_to_opposition_player,own_goal_scored,penalties_off_target,last_player_tackle,gk_successful_distribution,goal_kicks,gk_unsuccessful_distribution,saves_made_from_outside_box,saves_made_from_inside_box,penalties_faced,saves_made,saves_from_penalty,saves_made_caught,drops,penalties_saved,goalkeeper_smother,punches,saves_made_parried,catches,crosses_not_claimed
DAMIÁN RODRÍGUEZ,https://www.laliga.com//es-GB/jugador/damian-rodriguez,Centrocampista,ES,180,75,RC Celta,2.0,,2.0,15.0,,,2.0,,,234.0,4.0,,,,8.0,3.0,1.0,188.0,78.0,,,,,2.0,1.0,2.0,,1.0,,5.0,190.0,67.0,257.0,4.0,3.0,14.0,,2.0,194.0,6.0,7.0,113.0,,2.0,4.0,2.0,,180.0,25.0,42.0,,2.0,,,5.0,8.0,18.0,10.0,,4.0,7.0,2.0,17.0,204.0,1.0,10.0,2.0,4.0,2.0,2.0,33.0,1.0,62.0,3.0,1.0,2.0,8.0,1.0,,,98.0,,,0.0,38,,1.0,1.0,,4.0,,1.0,,3.0,,10.0,6.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
EDGAR PUJOL,https://www.laliga.com//es-GB/jugador/edgar-pujol,Defensa,ES,177,70,Real Madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RACHAD FETTAL,https://www.laliga.com//es-GB/jugador/rachad-dhimi,Delantero,MA,184,null,UD Almería,,,,2.0,,1.0,1.0,,,9.0,,,,,1.0,1.0,,4.0,2.0,,,,,,,,,1.0,,1.0,4.0,4.0,16.0,,,1.0,,,5.0,1.0,1.0,2.0,,,,,,4.0,3.0,1.0,,1.0,,,1.0,,1.0,1.0,,1.0,2.0,1.0,3.0,5.0,1.0,1.0,,1.0,,,,,,,1.0,,1.0,,,,10.0,,,0.0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICTOR PARADA,https://www.laliga.com//es-GB/jugador/victor-parada,Defensa,ES,187,76,Deportivo Alavés,,,,1.0,,,2.0,,,2.0,,,,,,1.0,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,2.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,0.0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOKRATIS PAPASTATHOPOULOS,https://www.laliga.com//es-GB/jugador/sokratis,Defensa,GR,186,85,Real Betis,18.0,,58.0,44.0,,25.0,3.0,,,702.0,9.0,,,,51.0,14.0,6.0,486.0,410.0,,,,2.0,,6.0,6.0,,2.0,,15.0,506.0,156.0,1135.0,18.0,7.0,67.0,,11.0,547.0,21.0,27.0,96.0,1.0,,27.0,17.0,,481.0,70.0,202.0,1.0,,,5.0,15.0,,40.0,31.0,,13.0,52.0,43.0,87.0,573.0,1.0,35.0,9.0,1.0,20.0,1.0,28.0,,187.0,12.0,6.0,1.0,17.0,,,,41.0,,,0.0,38,,,,1.0,36.0,1.0,6.0,,27.0,,,,,,,,4.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,
ALEIX GARRIDO,https://www.laliga.com//es-GB/jugador/aleix-garrido,Centrocampista,ES,170,63,FC Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ÁRON YAAKOBISHVILI,https://www.laliga.com//es-GB/jugador/aron-yaakobishvili,Portero,HU,185,null,FC Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARIO MARTÍN,https://www.laliga.com//es-GB/jugador/mario-martin,Centrocampista,ES,178,74,Real Madrid,,,,8.0,,,2.0,,,26.0,1.0,,,,2.0,1.0,,12.0,8.0,,,,,,1.0,1.0,,,,2.0,12.0,4.0,16.0,,4.0,3.0,,1.0,14.0,5.0,6.0,4.0,,,2.0,,,11.0,5.0,5.0,,1.0,,,2.0,,1.0,3.0,,1.0,6.0,,8.0,15.0,,2.0,1.0,,,,1.0,,5.0,,,,2.0,,,,75.0,,,0.0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRAHAM DEL MORAL,https://www.laliga.com//es-GB/jugador/abraham-del-moral,Defensa,ES,184,76,Villarreal CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ÁLEX PADILLA,https://www.laliga.com//es-GB/jugador/alex-padilla,Portero,MX,190,null,Athletic Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOUSSA DIAKITÉ,https://www.laliga.com//es-GB/jugador/moussa-diakite,Centrocampista,ML,189,null,Cádiz CF,,,,1.0,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,0.0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THÉO ZIDANE,https://www.laliga.com//es-GB/jugador/theo-zidane,Centrocampista,FR,196,74,Real Madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCO CAMUS,https://www.laliga.com//es-GB/jugador/camus-2,Centrocampista,ES,181,73,Valencia CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAU MASCARÓ,https://www.laliga.com//es-GB/jugador/pau-mascaro,Centrocampista,ES,178,72,RCD Mallorca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRANCIS COQUELIN,https://www.laliga.com//es-GB/jugador/coquelin,Centrocampista,FR,176,74,Villarreal CF,10.0,1.0,15.0,69.0,1.0,11.0,7.0,5.0,,551.0,14.0,3.0,,,60.0,12.0,4.0,359.0,178.0,,,,1.0,,8.0,10.0,1.0,1.0,,17.0,378.0,125.0,909.0,10.0,8.0,51.0,,14.0,419.0,20.0,31.0,201.0,1.0,13.0,21.0,10.0,1.0,368.0,75.0,96.0,,6.0,,,17.0,1.0,31.0,40.0,2.0,18.0,42.0,21.0,90.0,429.0,1.0,48.0,4.0,1.0,19.0,,90.0,,118.0,10.0,10.0,8.0,38.0,1.0,,,62.0,,,0.0,38,,1.0,1.0,,11.0,1.0,16.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAFAEL ROMERO,https://www.laliga.com//es-GB/jugador/rafa-romero,Portero,ES,192,null,Sevilla FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DARÍO BENAVIDES,https://www.laliga.com//es-GB/jugador/dario-benavides,Defensa,ES,178,null,Sevilla FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRAHIMA SOW,https://www.laliga.com//es-GB/jugador/ibrahima-sow,Delantero,SN,184,null,Sevilla FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAU FERRER BESALDUCH,https://www.laliga.com//es-GB/jugador/pau-1,Delantero,ES,null,null,UD Las Palmas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAIZKA AYESA,https://www.laliga.com//es-GB/jugador/ayesa,Portero,ES,182,79,Real Sociedad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRYAN FIABEMA,https://www.laliga.com//es-GB/jugador/bryan-fiabema,Delantero,NO,183,72,Real Sociedad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AINGERU OLABARRIETA,https://www.laliga.com//es-GB/jugador/aingeru-olabarrieta,Delantero,ES,181,null,Athletic Club,,,,,,,1.0,,,6.0,2.0,,,,,,,2.0,,,,,,,,,,,,1.0,2.0,,8.0,,,1.0,,,3.0,,,2.0,,,,,,2.0,3.0,1.0,,,,,1.0,2.0,3.0,1.0,1.0,,,,,3.0,,,,,,,1.0,,1.0,,,,,2.0,,,10.0,,,0.0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIKEL JAUREGIZAR,https://www.laliga.com//es-GB/jugador/mikel-jauregizar,Centrocampista,ES,177,74,Athletic Club,8.0,1.0,2.0,18.0,,1.0,6.0,2.0,,108.0,9.0,1.0,,,9.0,,,54.0,17.0,,,,,,1.0,5.0,,2.0,,7.0,54.0,23.0,145.0,,,18.0,,3.0,71.0,,2.0,38.0,2.0,6.0,4.0,,,53.0,33.0,17.0,,3.0,,,7.0,5.0,19.0,16.0,,4.0,3.0,9.0,27.0,72.0,2.0,24.0,,2.0,,,11.0,,21.0,1.0,,1.0,16.0,,,,22.0,,,0.0,38,,,1.0,1.0,2.0,,,,,,6.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
RAYANE BELAID,https://www.laliga.com//es-GB/jugador/rayane-belaid,Delantero,ES,174,63,Atlético de Madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL TRISTÁN,https://www.laliga.com//es-GB/jugador/pol-tristan,Portero,ES,188,null,Granada CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAVIER DOMÍNGUEZ,https://www.laliga.com//es-GB/jugador/javier-dominguez,Defensa,ES,195,83,RC Celta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRAN ÁRBOL,https://www.laliga.com//es-GB/jugador/fran-arbol,Portero,ES,185,70,Granada CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARIO DE LUIS,https://www.laliga.com//es-GB/jugador/mario-4,Portero,ES,185,75,Real Madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VINÍCIUS AUGUSTO TOBIAS DA SILVA,https://www.laliga.com//es-GB/jugador/vinicius-tobias,Defensa,BR,177,67,Real Madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCOS FERNÁNDEZ,https://www.laliga.com//es-GB/jugador/marcos-fernandez-1,Defensa,ES,null,null,RCD Mallorca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIGUEL JIMÉNEZ CAPITAS,https://www.laliga.com//es-GB/jugador/capi-1,Centrocampista,ES,175,null,Sevilla FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LULO DASILVA,https://www.laliga.com//es-GB/jugador/lulo-dasilva,Centrocampista,ES,187,71,Sevilla FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIEGO HORMIGO,https://www.laliga.com//es-GB/jugador/diego-hormigo,Defensa,ES,182,null,Sevilla FC,,,2.0,2.0,,,1.0,,,18.0,,1.0,,,1.0,,,6.0,4.0,,,,,,,,,,,1.0,6.0,1.0,36.0,,,3.0,,1.0,9.0,,1.0,2.0,,,1.0,,,6.0,5.0,6.0,,,,,1.0,,2.0,1.0,,1.0,1.0,,2.0,9.0,,1.0,1.0,,,,1.0,,1.0,,,,1.0,,,,18.0,,,0.0,38,,,,3.0,2.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
ENES ÜNAL,https://www.laliga.com//es-GB/jugador/enes-unal,Delantero,TR,187,78,Bournemouth,11.0,,6.0,46.0,,9.0,14.0,8.0,,166.0,7.0,2.0,1.0,2.0,10.0,4.0,1.0,52.0,14.0,,1.0,,,2.0,9.0,2.0,6.0,18.0,,16.0,55.0,21.0,320.0,9.0,2.0,17.0,,6.0,65.0,6.0,16.0,41.0,8.0,18.0,3.0,8.0,1.0,49.0,53.0,16.0,11.0,1.0,2.0,,16.0,3.0,17.0,16.0,5.0,10.0,25.0,20.0,66.0,72.0,7.0,41.0,2.0,3.0,3.0,1.0,18.0,1.0,17.0,2.0,28.0,2.0,30.0,3.0,2.0,,56.0,2.0,0.0,0.0,38,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAU PRIM,https://www.laliga.com//es-GB/jugador/pau-prim,Centrocampista,ES,179,null,FC Barcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERIC BAILLY,https://www.laliga.com//es-GB/jugador/eric-bailly,Defensa,CI,187,77,Villarreal CF,7.0,,37.0,25.0,1.0,16.0,1.0,,,477.0,2.0,7.0,,,51.0,3.0,4.0,318.0,249.0,,,,3.0,,5.0,,,1.0,,10.0,337.0,119.0,838.0,18.0,2.0,46.0,,5.0,359.0,5.0,16.0,88.0,,3.0,27.0,18.0,,313.0,56.0,127.0,,,,1.0,10.0,,19.0,30.0,1.0,6.0,32.0,23.0,48.0,383.0,1.0,16.0,8.0,,19.0,,15.0,,122.0,9.0,4.0,1.0,9.0,,,,46.0,,,0.0,38,,,,,16.0,,9.0,,10.0,,,,,,,,4.0,,,,1.0,,,12.0,12.0,,,,,,,,,,,,,,
DAVID OTORBI,https://www.laliga.com//es-GB/jugador/david-otorbi,Delantero,ES,null,null,Valencia CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUGUSTO BATALLA,https://www.laliga.com//es-GB/jugador/augusto-batalla,Portero,AR,186,87,Granada CF,,,15.0,6.0,,3.0,,,,800.0,1.0,3.0,,,179.0,,3.0,219.0,264.0,,,,,,2.0,,,,,17.0,368.0,88.0,1530.0,28.0,,242.0,,,350.0,,5.0,104.0,,,33.0,26.0,,250.0,245.0,442.0,,,,3.0,17.0,,209.0,5.0,1.0,,8.0,3.0,9.0,610.0,,1.0,,1.0,149.0,2.0,,,80.0,17.0,2.0,,1.0,,,,63.0,,,0.0,38,,,,,237.0,,,,122.0,,,,,,,,47.0,,,,,,,142.0,122.0,58.0,16.0,42.0,,59.0,,,1.0,,4.0,5.0,14.0,22.0,
MATÍAS AREZO,https://www.laliga.com//es-GB/jugador/matias-arezo,Delantero,UY,178,76,Granada CF,18.0,1.0,4.0,22.0,,11.0,11.0,,,132.0,3.0,1.0,,,13.0,3.0,1.0,46.0,17.0,,,,,,1.0,3.0,8.0,10.0,,14.0,50.0,25.0,359.0,8.0,4.0,27.0,2.0,4.0,71.0,7.0,9.0,34.0,,4.0,8.0,8.0,,44.0,40.0,23.0,4.0,5.0,,,14.0,3.0,22.0,26.0,2.0,6.0,20.0,29.0,51.0,77.0,6.0,31.0,1.0,2.0,4.0,,19.0,,10.0,3.0,12.0,2.0,13.0,3.0,,,79.0,,,0.0,38,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAÍLSON MARQUES SIQUEIRA,https://www.laliga.com//es-GB/jugador/jailson,Centrocampista,BR,187,75,RC Celta,25.0,1.0,28.0,83.0,,17.0,5.0,4.0,,643.0,16.0,6.0,,,61.0,18.0,1.0,385.0,210.0,,,,,1.0,13.0,8.0,,5.0,,14.0,405.0,154.0,893.0,15.0,9.0,78.0,,12.0,472.0,27.0,46.0,196.0,,13.0,27.0,13.0,,395.0,104.0,193.0,3.0,3.0,1.0,1.0,14.0,3.0,54.0,56.0,,13.0,63.0,42.0,125.0,483.0,2.0,62.0,5.0,1.0,20.0,2.0,33.0,1.0,103.0,9.0,6.0,1.0,37.0,3.0,,,96.0,,,0.0,38,,1.0,1.0,,22.0,,12.0,,14.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
ANTAL YAAKOBISHVILI,https://www.laliga.com//es-GB/jugador/antal-yaakobishvili,Defensa,HU,193,null,Girona FC,1.0,,3.0,4.0,,2.0,1.0,,,51.0,,,,,3.0,1.0,,32.0,31.0,,,,,,,,,,,1.0,37.0,18.0,60.0,,1.0,5.0,,1.0,42.0,2.0,2.0,6.0,,1.0,5.0,,,37.0,6.0,12.0,,,,,1.0,,,2.0,,1.0,4.0,3.0,7.0,42.0,,3.0,,1.0,5.0,,1.0,,11.0,,1.0,,2.0,,,,68.0,,,0.0,38,,,,,3.0,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUCIEN AGOUMÉ,https://www.laliga.com//es-GB/jugador/lucien-agoume,Centrocampista,FR,185,72,Sevilla FC,7.0,1.0,7.0,57.0,,9.0,3.0,1.0,,450.0,11.0,7.0,,,48.0,18.0,3.0,273.0,155.0,,,,1.0,,2.0,5.0,,5.0,,12.0,299.0,114.0,777.0,12.0,5.0,59.0,,12.0,354.0,23.0,32.0,146.0,1.0,5.0,16.0,11.0,1.0,295.0,68.0,107.0,2.0,5.0,,1.0,12.0,,43.0,46.0,1.0,19.0,41.0,16.0,73.0,358.0,3.0,32.0,1.0,9.0,26.0,1.0,63.0,,74.0,9.0,12.0,4.0,25.0,,,,92.0,,,0.0,38,,2.0,2.0,,13.0,,7.0,,7.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,
MARTIN HONGLA,https://www.laliga.com//es-GB/jugador/martin-hongla,Defensa,CM,182,77,Granada CF,12.0,,13.0,24.0,,3.0,7.0,3.0,,336.0,7.0,,,,37.0,3.0,,215.0,158.0,,,,,,1.0,3.0,,2.0,,13.0,235.0,80.0,558.0,16.0,4.0,43.0,,5.0,271.0,7.0,8.0,77.0,1.0,3.0,11.0,14.0,,230.0,57.0,77.0,1.0,,,,13.0,2.0,34.0,25.0,1.0,7.0,11.0,15.0,39.0,278.0,1.0,28.0,3.0,,20.0,2.0,39.0,,82.0,6.0,1.0,5.0,16.0,2.0,,,20.0,,,0.0,38,,,,2.0,18.0,1.0,6.0,,8.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
KAMIL PIATKOWSKI,https://www.laliga.com//es-GB/jugador/kamil-piatkowski,Defensa,PL,191,87,Granada CF,10.0,,26.0,30.0,,11.0,3.0,,,313.0,2.0,1.0,,,23.0,10.0,1.0,188.0,146.0,,,,1.0,,3.0,1.0,,4.0,,9.0,195.0,48.0,506.0,15.0,8.0,31.0,,3.0,223.0,18.0,22.0,50.0,,1.0,10.0,15.0,,192.0,41.0,80.0,2.0,,,,9.0,1.0,22.0,11.0,,3.0,33.0,21.0,51.0,226.0,2.0,18.0,5.0,2.0,7.0,,24.0,,74.0,6.0,5.0,1.0,8.0,1.0,,,22.0,,,0.0,38,,1.0,1.0,1.0,20.0,,8.0,1.0,12.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
ALEJANDRO QUEVEDO,https://www.laliga.com//es-GB/jugador/alejandro-quevedo,Portero,ES,191,null,RCD Mallorca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XAVIER PLEGUEZUELO,https://www.laliga.com//es-GB/jugador/xavier-pleguezuelo,Defensa,ES,178,null,Real Betis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALBERTO DADIE,https://www.laliga.com//es-GB/jugador/alberto-dadie,Centrocampista,ES,170,null,Real Sociedad,,,,7.0,,,1.0,1.0,,16.0,2.0,,,,2.0,1.0,,3.0,2.0,,,,,,,1.0,,,,1.0,3.0,,27.0,,1.0,3.0,,4.0,6.0,2.0,2.0,1.0,,1.0,1.0,,,3.0,9.0,4.0,,,,,1.0,1.0,3.0,3.0,,4.0,2.0,,7.0,6.0,,5.0,,,,,,,2.0,,1.0,,5.0,1.0,,,10.0,,,0.0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEFAN LEKOVIC,https://www.laliga.com//es-GB/jugador/stefan-lekovic,Defensa,RS,null,null,Villarreal CF,,,1.0,,,,1.0,,,16.0,,,,,,,,12.0,12.0,,,,,,,,,,,1.0,12.0,3.0,28.0,1.0,,2.0,,,14.0,,,,,,2.0,1.0,,12.0,2.0,4.0,,,,,1.0,,,2.0,,,,,,14.0,,,1.0,,,,2.0,,5.0,,,,,,,,23.0,,,0.0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETTA EYONG,https://www.laliga.com//es-GB/jugador/etta-eyong,Centrocampista,CM,null,null,Cádiz CF,1.0,,,2.0,,,1.0,,,4.0,,,,,,1.0,,2.0,1.0,,,,,,,,1.0,,,1.0,2.0,1.0,20.0,,,,,1.0,2.0,1.0,1.0,1.0,,,,,,2.0,1.0,,,,,,1.0,,,,,1.0,1.0,1.0,3.0,2.0,,2.0,,,,,1.0,,,,,,1.0,,,,7.0,,,0.0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABIO GONZÁLEZ,https://www.laliga.com//es-GB/jugador/fabio,Centrocampista,ES,176,72,UD Las Palmas,2.0,,,8.0,,1.0,5.0,,,137.0,3.0,1.0,,,13.0,2.0,1.0,113.0,63.0,,,,,,1.0,2.0,,,,6.0,118.0,38.0,121.0,1.0,,8.0,,1.0,123.0,2.0,4.0,55.0,,2.0,4.0,1.0,,115.0,12.0,25.0,,5.0,,,6.0,2.0,6.0,6.0,,1.0,5.0,3.0,11.0,126.0,,6.0,,,5.0,,25.0,,38.0,1.0,,1.0,4.0,2.0,,,77.0,,,0.0,38,,,,1.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
